key,map_winner,attacker_payload_distance1,attacker_payload_distance2,defender_payload_distance1,defender_payload_distance2,attacker_time_banked1,attacker_time_banked2,defender_time_banked1,defender_time_banked2,attacker_control_perecent1,attacker_control_perecent2,defender_control_perecent1,defender_control_perecent2,team_one_name,team_two_name,year,map_name
"(10223, 'Dorado')",Los Angeles Valiant,75.64959716796875,75.61505126953125,0.0,75.61505126953125,125.75057220458984,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Valiant,San Francisco Shock,2018,Dorado
"(10223, 'Temple of Anubis')",Los Angeles Valiant,0.0,0.0,0.0,0.0,262.1850891113281,250.49200439453125,276.39605712890625,500.9840087890625,0.0,0.0,0.0,0.0,Los Angeles Valiant,San Francisco Shock,2018,Temple of Anubis
"(10223, 'Ilios')",Los Angeles Valiant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,165.0,Los Angeles Valiant,San Francisco Shock,2018,Ilios
"(10223, 'Numbani')",Los Angeles Valiant,75.56366729736328,75.54950714111328,0.0,75.54950714111328,165.84002685546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Valiant,San Francisco Shock,2018,Numbani
"(10224, 'Dorado')",Los Angeles Gladiators,70.17893218994139,70.161865234375,0.0,70.161865234375,186.31280517578125,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Gladiators,Shanghai Dragons,2018,Dorado
"(10224, 'Temple of Anubis')",Los Angeles Gladiators,0.0,0.0,0.0,0.0,356.864013671875,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Gladiators,Shanghai Dragons,2018,Temple of Anubis
"(10224, 'Ilios')",Los Angeles Gladiators,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,200.0,Shanghai Dragons,Los Angeles Gladiators,2018,Ilios
"(10224, 'Eichenwalde')",Los Angeles Gladiators,0.0,0.0,0.0,0.0,107.62400817871094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Gladiators,Shanghai Dragons,2018,Eichenwalde
"(10225, 'Junkertown')",Dallas Fuel,86.96978759765625,102.00457763671876,0.0,102.00457763671876,0.0,63.6915168762207,240.0,63.6915168762207,0.0,0.0,0.0,0.0,Seoul Dynasty,Dallas Fuel,2018,Junkertown
"(10225, 'Temple of Anubis')",Seoul Dynasty,0.0,0.0,0.0,0.0,498.8291320800781,644.4900512695312,450.7961120605469,1018.5740661621094,0.0,0.0,0.0,0.0,Seoul Dynasty,Dallas Fuel,2018,Temple of Anubis
"(10225, 'Ilios')",Seoul Dynasty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,200.0,Dallas Fuel,Seoul Dynasty,2018,Ilios
"(10225, 'Numbani')",draw,71.79545593261719,71.79216766357422,71.79545593261719,71.79216766357422,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,Seoul Dynasty,Dallas Fuel,2018,Numbani
"(10226, 'Dorado')",Florida Mayhem,93.28312683105469,93.26958465576172,0.0,93.26958465576172,172.70278930664062,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Florida Mayhem,London Spitfire,2018,Dorado
"(10226, 'Temple of Anubis')",London Spitfire,0.0,0.0,0.0,0.0,0.0,284.8690185546875,240.0,284.8690185546875,0.0,0.0,0.0,0.0,Florida Mayhem,London Spitfire,2018,Temple of Anubis
"(10226, 'Oasis')",London Spitfire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,198.0,London Spitfire,Florida Mayhem,2018,Oasis
"(10226, 'Numbani')",London Spitfire,0.0,71.80075073242188,0.0,71.80075073242188,0.0,181.82601928710938,0.0,181.82601928710938,0.0,0.0,0.0,0.0,Florida Mayhem,London Spitfire,2018,Numbani
"(10227, 'Dorado')",Philadelphia Fusion,78.91957092285156,85.7879638671875,0.0,85.7879638671875,0.0,29.22543334960937,240.0,29.22543334960937,0.0,0.0,0.0,0.0,Houston Outlaws,Philadelphia Fusion,2018,Dorado
"(10227, 'Horizon Lunar Colony')",Houston Outlaws,0.0,0.0,0.0,0.0,308.31201171875,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Houston Outlaws,Philadelphia Fusion,2018,Horizon Lunar Colony
"(10227, 'Oasis')",Philadelphia Fusion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,Philadelphia Fusion,Houston Outlaws,2018,Oasis
"(10227, 'Eichenwalde')",Houston Outlaws,67.72811889648439,67.73542022705078,0.0,135.47084045410156,162.1531105041504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Houston Outlaws,Philadelphia Fusion,2018,Eichenwalde
"(10227, 'Lijiang Tower')",Philadelphia Fusion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,81.0,Philadelphia Fusion,Houston Outlaws,2018,Lijiang Tower
"(10228, 'Junkertown')",New York Excelsior,91.33758544921876,91.34840393066406,0.0,91.34840393066406,226.00070190429688,0.0,240.0,0.0,0.0,0.0,0.0,0.0,New York Excelsior,Boston Uprising,2018,Junkertown
"(10228, 'Horizon Lunar Colony')",Boston Uprising,0.0,0.0,0.0,0.0,170.58700561523438,430.08702087402344,240.0,614.8040161132812,0.0,0.0,0.0,0.0,New York Excelsior,Boston Uprising,2018,Horizon Lunar Colony
"(10228, 'Ilios')",New York Excelsior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,200.0,Boston Uprising,New York Excelsior,2018,Ilios
"(10228, 'Numbani')",New York Excelsior,94.58244323730469,94.57969665527344,0.0,94.57969665527344,217.052001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Excelsior,Boston Uprising,2018,Numbani
"(10229, 'Junkertown')",Los Angeles Valiant,251.97034454345703,228.06900024414062,204.0189971923828,228.06900024414062,285.51756286621094,66.77997589111328,525.5175628662109,126.77997589111328,0.0,0.0,0.0,0.0,Dallas Fuel,Los Angeles Valiant,2018,Junkertown
"(10229, 'Horizon Lunar Colony')",draw,0.0,0.0,0.0,0.0,453.6210021972656,499.19102478027344,633.6210021972656,675.0619812011719,0.0,0.0,0.0,0.0,Dallas Fuel,Los Angeles Valiant,2018,Horizon Lunar Colony
"(10229, 'Ilios')",Los Angeles Valiant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,99.0,Los Angeles Valiant,Dallas Fuel,2018,Ilios
"(10229, 'Numbani')",Los Angeles Valiant,0.0,71.80340576171875,0.0,71.80340576171875,0.0,174.58798217773438,0.0,174.58798217773438,0.0,0.0,0.0,0.0,Dallas Fuel,Los Angeles Valiant,2018,Numbani
"(10230, 'Dorado')",Boston Uprising,54.81588745117188,54.80433654785156,0.0,54.80433654785156,167.4134979248047,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Boston Uprising,Florida Mayhem,2018,Dorado
"(10230, 'Temple of Anubis')",Boston Uprising,0.0,0.0,0.0,0.0,305.2899475097656,51.32803344726562,446.41197204589844,60.0,0.0,0.0,0.0,0.0,Boston Uprising,Florida Mayhem,2018,Temple of Anubis
"(10230, 'Oasis')",Boston Uprising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,200.0,Florida Mayhem,Boston Uprising,2018,Oasis
"(10230, 'Eichenwalde')",Boston Uprising,119.05436706542969,119.0525131225586,0.0,119.0525131225586,143.3769989013672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boston Uprising,Florida Mayhem,2018,Eichenwalde
"(10231, 'Junkertown')",San Francisco Shock,82.46830749511719,98.52540588378906,0.0,98.52540588378906,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Shanghai Dragons,San Francisco Shock,2018,Junkertown
"(10231, 'Horizon Lunar Colony')",Shanghai Dragons,0.0,0.0,0.0,0.0,138.46499633789062,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Shanghai Dragons,San Francisco Shock,2018,Horizon Lunar Colony
"(10231, 'Ilios')",San Francisco Shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,71.0,San Francisco Shock,Shanghai Dragons,2018,Ilios
"(10231, 'Numbani')",San Francisco Shock,66.13467407226561,71.78672790527344,0.0,71.78672790527344,0.0,66.39601135253906,0.0,66.39601135253906,0.0,0.0,0.0,0.0,Shanghai Dragons,San Francisco Shock,2018,Numbani
"(10232, 'Junkertown')",London Spitfire,95.60676574707031,102.00559997558594,0.0,102.00559997558594,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Fusion,London Spitfire,2018,Junkertown
"(10232, 'Horizon Lunar Colony')",London Spitfire,0.0,0.0,0.0,0.0,0.0,65.75001525878906,240.0,65.75001525878906,0.0,0.0,0.0,0.0,Philadelphia Fusion,London Spitfire,2018,Horizon Lunar Colony
"(10232, 'Ilios')",London Spitfire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,32.0,London Spitfire,Philadelphia Fusion,2018,Ilios
"(10232, 'Numbani')",London Spitfire,0.0,71.79763793945312,0.0,71.79763793945312,0.0,199.78802490234372,0.0,199.78802490234372,0.0,0.0,0.0,0.0,Philadelphia Fusion,London Spitfire,2018,Numbani
"(10233, 'Junkertown')",Houston Outlaws,100.281982421875,100.27496337890624,0.0,100.27496337890624,146.8102264404297,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Houston Outlaws,New York Excelsior,2018,Junkertown
"(10233, 'Temple of Anubis')",New York Excelsior,0.0,0.0,0.0,0.0,0.0,103.75796508789062,240.0,103.75796508789062,0.0,0.0,0.0,0.0,Houston Outlaws,New York Excelsior,2018,Temple of Anubis
"(10233, 'Ilios')",New York Excelsior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,125.0,New York Excelsior,Houston Outlaws,2018,Ilios
"(10233, 'Numbani')",New York Excelsior,95.03216552734376,71.80210876464844,0.0,71.80210876464844,0.0,218.5200042724609,0.0,218.5200042724609,0.0,0.0,0.0,0.0,Houston Outlaws,New York Excelsior,2018,Numbani
"(10234, 'Junkertown')",Seoul Dynasty,131.8449649810791,125.8977279663086,101.99166870117188,125.8977279663086,66.73045349121094,13.14128875732422,306.73045349121094,60.0,0.0,0.0,0.0,0.0,Los Angeles Gladiators,Seoul Dynasty,2018,Junkertown
"(10234, 'Horizon Lunar Colony')",Seoul Dynasty,0.0,0.0,0.0,0.0,0.0,504.9250183105469,240.0,373.68499755859375,0.0,0.0,0.0,0.0,Los Angeles Gladiators,Seoul Dynasty,2018,Horizon Lunar Colony
"(10234, 'Ilios')",Seoul Dynasty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,152.0,Seoul Dynasty,Los Angeles Gladiators,2018,Ilios
"(10234, 'Numbani')",Seoul Dynasty,0.0,71.79805755615234,0.0,71.79805755615234,0.0,102.4669952392578,0.0,102.4669952392578,0.0,0.0,0.0,0.0,Los Angeles Gladiators,Seoul Dynasty,2018,Numbani
"(10235, 'Dorado')",San Francisco Shock,76.83233642578125,83.63590240478516,0.0,83.63590240478516,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Fusion,San Francisco Shock,2018,Dorado
"(10235, 'Temple of Anubis')",Philadelphia Fusion,0.0,0.0,0.0,0.0,170.93701171875,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Fusion,San Francisco Shock,2018,Temple of Anubis
"(10235, 'Oasis')",Philadelphia Fusion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,294.0,San Francisco Shock,Philadelphia Fusion,2018,Oasis
"(10235, 'Eichenwalde')",draw,67.73705291748047,67.7352294921875,0.0,135.470458984375,117.77003479003906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Fusion,San Francisco Shock,2018,Eichenwalde
"(10236, 'Dorado')",Seoul Dynasty,82.32605743408203,82.31724548339844,0.0,82.31724548339844,4.862937927246094,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Seoul Dynasty,Florida Mayhem,2018,Dorado
"(10236, 'Horizon Lunar Colony')",Seoul Dynasty,0.0,0.0,0.0,0.0,169.78201293945312,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Seoul Dynasty,Florida Mayhem,2018,Horizon Lunar Colony
"(10236, 'Oasis')",Seoul Dynasty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,200.0,Florida Mayhem,Seoul Dynasty,2018,Oasis
"(10236, 'Eichenwalde')",Seoul Dynasty,27.55274200439453,27.540786743164066,0.0,27.540786743164066,51.43000030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seoul Dynasty,Florida Mayhem,2018,Eichenwalde
"(10237, 'Junkertown')",Houston Outlaws,33.10509490966797,102.02227783203124,0.0,102.02227783203124,0.0,205.4878692626953,240.0,205.4878692626953,0.0,0.0,0.0,0.0,Shanghai Dragons,Houston Outlaws,2018,Junkertown
"(10237, 'Horizon Lunar Colony')",Houston Outlaws,0.0,0.0,0.0,0.0,0.0,249.68701171875,240.0,249.68701171875,0.0,0.0,0.0,0.0,Shanghai Dragons,Houston Outlaws,2018,Horizon Lunar Colony
"(10237, 'Oasis')",Houston Outlaws,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,117.0,Houston Outlaws,Shanghai Dragons,2018,Oasis
"(10237, 'Numbani')",Houston Outlaws,95.92024230957031,71.79937744140625,0.0,71.79937744140625,0.0,288.0580139160156,0.0,288.0580139160156,0.0,0.0,0.0,0.0,Shanghai Dragons,Houston Outlaws,2018,Numbani
"(10238, 'Junkertown')",Houston Outlaws,89.19500732421875,89.18589782714844,0.0,89.18589782714844,163.4409637451172,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Houston Outlaws,Dallas Fuel,2018,Junkertown
"(10238, 'Horizon Lunar Colony')",Houston Outlaws,0.0,0.0,0.0,0.0,370.87103271484375,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Houston Outlaws,Dallas Fuel,2018,Horizon Lunar Colony
"(10238, 'Oasis')",Houston Outlaws,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,200.0,Dallas Fuel,Houston Outlaws,2018,Oasis
"(10238, 'Eichenwalde')",Houston Outlaws,93.1065902709961,93.10437774658205,0.0,93.10437774658205,66.81100463867189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Houston Outlaws,Dallas Fuel,2018,Eichenwalde
"(10239, 'Junkertown')",New York Excelsior,60.28469848632813,102.093505859375,0.0,102.093505859375,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Valiant,New York Excelsior,2018,Junkertown
"(10239, 'Horizon Lunar Colony')",New York Excelsior,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Valiant,New York Excelsior,2018,Horizon Lunar Colony
"(10239, 'Oasis')",New York Excelsior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,190.0,New York Excelsior,Los Angeles Valiant,2018,Oasis
"(10239, 'Numbani')",draw,71.79051971435547,71.801025390625,71.79051971435547,71.801025390625,0.0,165.20098876953125,0.0,165.20098876953125,0.0,0.0,0.0,0.0,Los Angeles Valiant,New York Excelsior,2018,Numbani
"(10240, 'Junkertown')",Philadelphia Fusion,66.31407165527344,97.78732299804688,0.0,97.78732299804688,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Gladiators,Philadelphia Fusion,2018,Junkertown
"(10240, 'Temple of Anubis')",Philadelphia Fusion,0.0,0.0,0.0,0.0,0.0,71.39403533935547,240.0,66.02801513671875,0.0,0.0,0.0,0.0,Los Angeles Gladiators,Philadelphia Fusion,2018,Temple of Anubis
"(10240, 'Ilios')",Los Angeles Gladiators,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,299.0,Philadelphia Fusion,Los Angeles Gladiators,2018,Ilios
"(10240, 'Numbani')",Los Angeles Gladiators,66.73183441162111,66.73069763183594,0.0,66.73069763183594,218.8810272216797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Gladiators,Philadelphia Fusion,2018,Numbani
"(10240, 'Lijiang Tower')",Los Angeles Gladiators,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,200.0,Philadelphia Fusion,Los Angeles Gladiators,2018,Lijiang Tower
"(10241, 'Junkertown')",Seoul Dynasty,38.08399963378906,101.9892120361328,0.0,101.9892120361328,0.0,8.91585922241211,240.0,8.91585922241211,0.0,0.0,0.0,0.0,Boston Uprising,Seoul Dynasty,2018,Junkertown
"(10241, 'Horizon Lunar Colony')",Seoul Dynasty,0.0,0.0,0.0,0.0,0.0,191.17401123046875,240.0,191.17401123046875,0.0,0.0,0.0,0.0,Boston Uprising,Seoul Dynasty,2018,Horizon Lunar Colony
"(10241, 'Oasis')",Seoul Dynasty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,47.0,Seoul Dynasty,Boston Uprising,2018,Oasis
"(10241, 'Numbani')",Seoul Dynasty,69.11077880859375,71.79840850830078,0.0,71.79840850830078,0.0,134.62503051757812,0.0,134.62503051757812,0.0,0.0,0.0,0.0,Boston Uprising,Seoul Dynasty,2018,Numbani
"(10242, 'Dorado')",Florida Mayhem,51.4072494506836,51.3983154296875,0.0,51.3983154296875,228.4539031982422,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Florida Mayhem,Shanghai Dragons,2018,Dorado
"(10242, 'Temple of Anubis')",Florida Mayhem,0.0,0.0,0.0,0.0,291.2530212402344,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Florida Mayhem,Shanghai Dragons,2018,Temple of Anubis
"(10242, 'Ilios')",Florida Mayhem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,200.0,Shanghai Dragons,Florida Mayhem,2018,Ilios
"(10242, 'Numbani')",Florida Mayhem,71.5864028930664,71.58634185791016,0.0,71.58634185791016,160.44400024414062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Florida Mayhem,Shanghai Dragons,2018,Numbani
"(10243, 'Junkertown')",London Spitfire,92.01527404785156,102.0101318359375,0.0,102.0101318359375,0.0,6.428260803222656,240.0,6.428260803222656,0.0,0.0,0.0,0.0,Dallas Fuel,London Spitfire,2018,Junkertown
"(10243, 'Horizon Lunar Colony')",London Spitfire,0.0,0.0,0.0,0.0,0.0,132.01002502441406,240.0,132.01002502441406,0.0,0.0,0.0,0.0,Dallas Fuel,London Spitfire,2018,Horizon Lunar Colony
"(10243, 'Oasis')",Dallas Fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,200.0,London Spitfire,Dallas Fuel,2018,Oasis
"(10243, 'Numbani')",London Spitfire,71.79914855957031,71.80693054199219,71.79914855957031,71.80693054199219,0.0,117.63108825683594,0.0,91.98104095458984,0.0,0.0,0.0,0.0,Dallas Fuel,London Spitfire,2018,Numbani
"(10244, 'Dorado')",London Spitfire,96.1850357055664,96.17001342773438,0.0,96.17001342773438,136.862060546875,0.0,240.0,0.0,0.0,0.0,0.0,0.0,London Spitfire,Los Angeles Valiant,2018,Dorado
"(10244, 'Horizon Lunar Colony')",London Spitfire,0.0,0.0,0.0,0.0,60.0,0.0,300.0,60.0,0.0,0.0,0.0,0.0,London Spitfire,Los Angeles Valiant,2018,Horizon Lunar Colony
"(10244, 'Oasis')",Los Angeles Valiant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,99.0,Los Angeles Valiant,London Spitfire,2018,Oasis
"(10244, 'Eichenwalde')",Los Angeles Valiant,121.6273422241211,67.7242431640625,0.0,67.7242431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,London Spitfire,Los Angeles Valiant,2018,Eichenwalde
"(10244, 'Lijiang Tower')",London Spitfire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,200.0,Los Angeles Valiant,London Spitfire,2018,Lijiang Tower
"(10245, 'Dorado')",New York Excelsior,73.0405044555664,73.03417205810547,0.0,73.03417205810547,177.92137145996094,0.0,240.0,0.0,0.0,0.0,0.0,0.0,New York Excelsior,Los Angeles Gladiators,2018,Dorado
"(10245, 'Horizon Lunar Colony')",New York Excelsior,0.0,0.0,0.0,0.0,174.801025390625,0.0,240.0,0.0,0.0,0.0,0.0,0.0,New York Excelsior,Los Angeles Gladiators,2018,Horizon Lunar Colony
"(10245, 'Oasis')",New York Excelsior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,200.0,Los Angeles Gladiators,New York Excelsior,2018,Oasis
"(10245, 'Eichenwalde')",New York Excelsior,76.49630737304688,76.48980712890625,0.0,76.48980712890625,253.1439971923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Excelsior,Los Angeles Gladiators,2018,Eichenwalde
"(10246, 'Dorado')",San Francisco Shock,74.95953369140625,75.01663208007812,0.0,75.01663208007812,84.85035705566406,0.0,240.0,0.0,0.0,0.0,0.0,0.0,San Francisco Shock,Boston Uprising,2018,Dorado
"(10246, 'Horizon Lunar Colony')",Boston Uprising,0.0,0.0,0.0,0.0,0.0,216.8500213623047,240.0,216.8500213623047,0.0,0.0,0.0,0.0,San Francisco Shock,Boston Uprising,2018,Horizon Lunar Colony
"(10246, 'Oasis')",San Francisco Shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,200.0,Boston Uprising,San Francisco Shock,2018,Oasis
"(10246, 'Eichenwalde')",Boston Uprising,126.46508026123048,67.71974182128906,0.0,67.71974182128906,0.0,123.31298828125,0.0,123.31298828125,0.0,0.0,0.0,0.0,San Francisco Shock,Boston Uprising,2018,Eichenwalde
"(10246, 'Lijiang Tower')",San Francisco Shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,0.0,0.0,200.0,Boston Uprising,San Francisco Shock,2018,Lijiang Tower
"(10247, 'Eichenwalde')",London Spitfire,0.0,0.0,0.0,0.0,91.33502197265624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,London Spitfire,San Francisco Shock,2018,Eichenwalde
"(10247, 'Horizon Lunar Colony')",London Spitfire,0.0,0.0,0.0,0.0,84.01901245117188,0.0,240.0,0.0,0.0,0.0,0.0,0.0,London Spitfire,San Francisco Shock,2018,Horizon Lunar Colony
"(10247, 'Oasis')",San Francisco Shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.0,0.0,195.0,San Francisco Shock,London Spitfire,2018,Oasis
"(10247, 'Junkertown')",London Spitfire,73.51911926269531,73.52462768554688,0.0,73.52462768554688,142.09585571289062,0.0,240.0,0.0,0.0,0.0,0.0,0.0,London Spitfire,San Francisco Shock,2018,Junkertown
"(10248, 'Numbani')",Seoul Dynasty,47.0576171875,47.03996276855469,0.0,47.03996276855469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seoul Dynasty,Shanghai Dragons,2018,Numbani
"(10248, 'Temple of Anubis')",Seoul Dynasty,0.0,0.0,0.0,0.0,253.1170196533203,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Seoul Dynasty,Shanghai Dragons,2018,Temple of Anubis
"(10248, 'Oasis')",Seoul Dynasty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,235.0,Shanghai Dragons,Seoul Dynasty,2018,Oasis
"(10248, 'Dorado')",Shanghai Dragons,93.7142333984375,65.95857238769531,0.0,65.95857238769531,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Seoul Dynasty,Shanghai Dragons,2018,Dorado
"(10249, 'Eichenwalde')",Los Angeles Gladiators,125.65125274658205,67.73223114013672,0.0,67.73223114013672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Valiant,Los Angeles Gladiators,2018,Eichenwalde
"(10249, 'Horizon Lunar Colony')",Los Angeles Gladiators,0.0,0.0,0.0,0.0,0.0,37.51702880859375,240.0,37.51702880859375,0.0,0.0,0.0,0.0,Los Angeles Valiant,Los Angeles Gladiators,2018,Horizon Lunar Colony
"(10249, 'Ilios')",Los Angeles Valiant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,269.0,Los Angeles Gladiators,Los Angeles Valiant,2018,Ilios
"(10249, 'Junkertown')",Los Angeles Valiant,157.77678680419922,157.76559448242188,102.0076904296875,157.76559448242188,182.47300720214844,0.0,353.8994598388672,60.0,0.0,0.0,0.0,0.0,Los Angeles Valiant,Los Angeles Gladiators,2018,Junkertown
"(10249, 'Lijiang Tower')",Los Angeles Valiant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,299.0,Los Angeles Gladiators,Los Angeles Valiant,2018,Lijiang Tower
"(10250, 'Numbani')",London Spitfire,101.5069637298584,101.47881889343262,71.80149841308594,101.47881889343262,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,London Spitfire,Boston Uprising,2018,Numbani
"(10250, 'Temple of Anubis')",Boston Uprising,0.0,0.0,0.0,0.0,64.06802368164061,695.3389892578125,240.0,742.5260009765625,0.0,0.0,0.0,0.0,London Spitfire,Boston Uprising,2018,Temple of Anubis
"(10250, 'Ilios')",Boston Uprising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,286.0,Boston Uprising,London Spitfire,2018,Ilios
"(10250, 'Junkertown')",London Spitfire,90.84107971191406,90.88885498046876,0.0,90.88885498046876,31.52264404296875,0.0,240.0,0.0,0.0,0.0,0.0,0.0,London Spitfire,Boston Uprising,2018,Junkertown
"(10250, 'Lijiang Tower')",Boston Uprising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,149.0,Boston Uprising,London Spitfire,2018,Lijiang Tower
"(10251, 'Numbani')",New York Excelsior,93.99436950683594,93.98153686523438,0.0,93.98153686523438,8.7020263671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Excelsior,Philadelphia Fusion,2018,Numbani
"(10251, 'Temple of Anubis')",Philadelphia Fusion,0.0,0.0,0.0,0.0,0.0,125.41604614257812,240.0,125.41604614257812,0.0,0.0,0.0,0.0,New York Excelsior,Philadelphia Fusion,2018,Temple of Anubis
"(10251, 'Ilios')",New York Excelsior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,299.0,Philadelphia Fusion,New York Excelsior,2018,Ilios
"(10251, 'Dorado')",Philadelphia Fusion,85.85399627685547,89.36409759521484,0.0,89.36409759521484,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,New York Excelsior,Philadelphia Fusion,2018,Dorado
"(10251, 'Lijiang Tower')",Philadelphia Fusion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,157.0,Philadelphia Fusion,New York Excelsior,2018,Lijiang Tower
"(10252, 'Numbani')",Houston Outlaws,93.07070922851562,66.89680480957031,0.0,66.89680480957031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Florida Mayhem,Houston Outlaws,2018,Numbani
"(10252, 'Horizon Lunar Colony')",Houston Outlaws,0.0,0.0,0.0,0.0,0.0,330.07501220703125,240.0,330.07501220703125,0.0,0.0,0.0,0.0,Florida Mayhem,Houston Outlaws,2018,Horizon Lunar Colony
