diff_att_pdistance,diff_def_pdistance,diff_att_time_b,diff_def_time_b,diff_att_control_p,diff_def_control_p,target
0.02814483642578125,-29.67732048034668,60.0,0.0,0.0,0.0,1
0.0,0.0,-631.2709655761719,-502.5260009765625,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-286.0,1
-0.04777526855470171,-90.88885498046876,31.52264404296875,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-149.0,1
0.0128326416015625,-93.98153686523438,8.7020263671875,0.0,0.0,0.0,1
0.0,0.0,-125.41604614257812,114.58395385742188,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-299.0,0
-3.510101318359375,-89.36409759521484,0.0,240.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-157.0,1
26.173904418945312,-66.89680480957031,0.0,0.0,0.0,0.0,0
0.0,0.0,-330.07501220703125,-90.07501220703125,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-198.0,1
-13.980117797851562,-102.01126098632812,-168.01589965820312,71.98410034179688,0.0,0.0,0
0.00077056884765625,-114.72136688232422,124.31599426269531,0.0,0.0,0.0,1
0.0,0.0,333.36798095703125,515.239990234375,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-239.0,0
-23.48928451538086,-81.4696044921875,0.0,240.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-200.0,0
0.0,0.0,152.947998046875,0.0,0.0,0.0,1
0.0,0.0,426.61602783203125,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-228.0,1
-0.3866882324218608,-93.46392822265624,0.0,240.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-200.0,0
0.01464080810545454,-135.44500732421878,234.09600830078125,0.0,0.0,0.0,0
0.0,0.0,92.71299743652344,332.7129974365235,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-195.0,1
-21.532752990722656,-102.01502990722656,-43.9721794128418,196.0278205871582,0.0,0.0,0
-27.03253173828125,-71.80538940429688,130.1820068359375,83.29400634765625,0.0,0.0,0
0.0,0.0,580.8849792480469,549.7570190429688,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-254.0,0
-12.805702209472656,-85.81233215332031,0.0,240.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-200.0,0
-3.022796630859389,-67.73891448974611,-190.2400054931641,-190.2400054931641,0.0,0.0,0
0.0,0.0,-137.61701965332028,102.38298034667972,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-132.0,1
-0.009521484375,-84.306396484375,61.87517929077149,240.0,0.0,0.0,1
-0.0007476806640625,-0.0007476806640625,398.947021484375,186.46699523925776,0.0,0.0,1
0.0,0.0,208.3600006103516,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-200.0,0
0.004425048828125,-68.91212463378906,186.96372985839844,240.0,0.0,0.0,1
-0.5434036254882812,-66.38031005859375,0.0,0.0,0.0,0.0,0
0.0,0.0,-287.64707946777344,-333.89605712890625,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-125.0,1
-12.129837036132812,-85.77842712402344,-112.1824188232422,127.8175811767578,0.0,0.0,0
0.0015029907226420391,-125.52210235595705,0.0,0.0,0.0,0.0,1
0.0,0.0,49.95701599121094,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-273.0,0
-22.856384277343764,-102.0151824951172,0.0,240.0,0.0,0.0,0
-5.282257080078125,-71.77278900146484,0.0,0.0,0.0,0.0,0
0.0,0.0,-215.84202575683602,24.157974243163977,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-299.0,0
10.406356811523438,-74.54899597167969,0.0,240.0,0.0,0.0,0
-123.4763641357422,-123.4763641357422,0.0,0.0,0.0,0.0,0
0.0,0.0,-374.70703125,-347.0560302734375,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-198.0,1
-12.363052368164062,-82.47486877441406,0.0,240.0,0.0,0.0,0
58.20557403564452,-67.72836303710939,-28.456024169921875,-28.456024169921875,0.0,0.0,0
0.0,0.0,-122.69302368164062,117.30697631835938,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-163.0,1
-9.116310119628906,-85.77969360351562,-162.48057556152344,77.51942443847656,0.0,0.0,0
-62.64059448242188,-62.64059448242188,0.0,0.0,0.0,0.0,0
0.0,0.0,-114.20901489257812,125.79098510742188,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-198.0,1
-23.42236328125,-85.77543640136719,-129.70556640625,110.29443359375,0.0,0.0,0
-0.01842498779296875,-0.01842498779296875,-196.5000305175781,-164.0880126953125,0.0,0.0,0
0.0,0.0,-232.21499633789062,7.785003662109375,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,1
-11.284652709960938,-102.03871154785156,0.0,240.0,0.0,0.0,0
0.01240539550782671,-64.27317047119139,32.992019653320305,0.0,0.0,0.0,1
0.0,0.0,-9.68701171875,230.31298828125,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-109.0,1
-0.059356689453125,-91.29212951660156,105.66278076171876,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-100.0,1
0.00923156738279829,-94.12602996826172,254.7330322265625,0.0,0.0,0.0,1
0.0,0.0,254.8880157470703,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-200.0,0
0.013824462890625,-82.70521545410156,107.21480560302734,240.0,0.0,0.0,1
0.0,0.0,186.8370056152344,0.0,0.0,0.0,1
0.0,0.0,125.44500732421876,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-200.0,0
0.011688232421875,-76.0027847290039,70.4705810546875,240.0,0.0,0.0,1
0.0,0.0,189.2570037841797,0.0,0.0,0.0,1
0.0,0.0,-131.96800231933597,-88.38998413085938,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-289.0,1
-0.006675720214850855,-51.20687866210938,98.07628631591795,240.0,0.0,0.0,1
-12.361652374267578,-67.73811340332033,103.58200073242188,96.447021484375,0.0,0.0,0
0.0,0.0,-297.00701904296875,-57.00701904296875,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-122.0,1
-43.10470581054689,-101.9985809326172,-78.70368957519531,161.2963104248047,0.0,0.0,0
-0.018890380859375,-0.018890380859375,-230.814079284668,-129.20004272460938,0.0,0.0,0
0.0,0.0,278.3419494628906,370.26495361328125,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-200.0,0
-0.0284423828125,-104.2020263671875,-71.57198333740234,-127.84054565429688,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-292.0,0
-1.9025268554687642,-71.79879760742188,0.0,0.0,0.0,0.0,0
0.0,0.0,143.0989990234375,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-200.0,0
0.004684448242201711,-66.23722839355469,155.9021453857422,240.0,0.0,0.0,1
42.434356689453125,-67.73479461669922,0.0,0.0,0.0,0.0,0
0.0,0.0,210.2729949951172,450.2729949951172,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-182.0,1
-6.113739013671875,-85.80921936035156,-9.554157257080078,230.44584274291992,0.0,0.0,0
0.0,0.0,182.07200622558602,0.0,0.0,0.0,1
0.0,0.0,569.6398773193359,526.376953125,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-200.0,0
0.022632598876924703,-49.02665710449219,77.51018524169922,240.0,0.0,0.0,1
0.00376129150390625,-119.59359741210938,150.11099243164062,0.0,0.0,0.0,1
0.0,0.0,-70.93202209472656,-98.31201171875,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-200.0,0
-0.0645599365234375,-83.33790588378906,235.6865997314453,240.0,0.0,0.0,1
0.00146484375,-121.6755828857422,181.135009765625,0.0,0.0,0.0,1
0.0,0.0,111.01699829101562,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-200.0,0
35.05511474609375,-49.25709533691406,0.0,240.0,0.0,0.0,0
0.0,0.0,1.5510101318359375,0.0,0.0,0.0,1
0.0,0.0,265.42703247070307,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-200.0,0
-9.141769409179688,-85.78115844726562,-22.88672637939453,217.11327362060547,0.0,0.0,0
-0.0136260986328125,-135.46353149414062,-68.65596008300778,-254.2019500732422,0.0,0.0,0
0.0,0.0,169.88800048828125,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-269.0,0
-34.23277282714844,-85.783935546875,-13.848464965820312,226.1515350341797,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-86.0,1
-26.514701843261733,-26.514701843261733,46.488006591796875,46.488006591796875,0.0,0.0,0
0.0,0.0,-324.635986328125,-84.635986328125,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,1
-25.660209655761733,-102.0520477294922,0.0,240.0,0.0,0.0,0
0.014144897460930395,-62.48373413085938,134.25698852539062,0.0,0.0,0.0,1
0.0,0.0,0.0,240.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-176.0,1
-0.018966674804694605,-54.82400512695313,0.0,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-173.0,1
-9.502197265625,-66.82421112060547,0.0,0.0,0.0,0.0,0
0.0,0.0,349.2060241699219,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-200.0,0
-12.525070190429688,-75.15367126464844,0.0,240.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-238.0,1
0.00823974609375,-67.80438232421875,220.40501403808602,0.0,0.0,0.0,1
0.0,0.0,-246.84500122070312,-6.845001220703125,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-198.0,1
0.00316619873046875,-83.33580780029297,123.02494049072266,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-284.0,0
0.0185699462890625,-67.38175964355469,223.05203247070312,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-72.0,1
0.0,0.0,-63.59901428222656,176.40098571777344,0.0,0.0,0
-111.5135269165039,-111.5135269165039,0.0,0.0,0.0,0.0,0
-0.0114288330078125,-54.778968811035156,407.3971557617188,423.3849487304688,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-200.0,0
0.0,0.0,-159.53395080566406,-290.0479736328125,0.0,0.0,0
-95.22477722167969,-95.22477722167969,0.0,0.0,0.0,0.0,0
-0.49489593505859375,-81.20355224609375,0.0,240.0,0.0,0.0,0
0.0,0.0,0.0,240.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-121.0,1
-6.73583984375,-70.29234313964844,-131.49600219726562,-131.49600219726562,0.0,0.0,0
12.85739135742189,-69.40298461914061,0.0,240.0,0.0,0.0,0
0.0,0.0,-366.2580261230469,-126.25802612304688,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-158.0,1
0.01318359375,-158.19491577148438,156.9240264892578,0.0,0.0,0.0,1
15.98543548583983,-74.60256958007812,0.0,240.0,0.0,0.0,0
0.0,0.0,-55.544952392578125,-72.85195922851562,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-237.0,1
25.886070251464844,-153.94495391845703,-229.01300048828125,10.98699951171875,0.0,0.0,0
25.886070251464844,-153.94495391845703,-229.01300048828125,10.98699951171875,0.0,0.0,0
0.0,0.0,113.35200500488287,266.37400817871094,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-127.0,1
-0.02723693847657671,-0.02723693847657671,-478.31997680664057,-273.32998657226557,0.0,0.0,0
0.02074432373046875,-60.95646667480469,121.5226593017578,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-184.0,1
0.0,0.0,62.62199401855469,110.46697998046875,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-245.0,0
-32.59992218017577,-70.29129028320311,0.0,0.0,0.0,0.0,0
-7.71673583984375,-88.71055603027344,-160.51602172851562,79.48397827148438,0.0,0.0,0
0.0,0.0,385.22100830078125,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-251.0,0
0.00937652587890625,0.00937652587890625,103.73200988769531,45.367988586425795,0.0,0.0,1
-10.470184326171875,-110.83245849609376,-92.48750305175773,-206.05651855468733,0.0,0.0,1
0.0,0.0,-89.38003540039062,150.61996459960938,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-200.0,0
0.00864410400392046,-112.12188720703124,97.99601745605469,0.0,0.0,0.0,1
-6.15301513671875,-88.70729064941406,-138.35153198242188,101.64846801757812,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-147.0,1
0.0,0.0,-259.54998779296875,-19.54998779296875,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-222.0,0
-0.0155487060546875,-0.0155487060546875,-174.03704071044922,-147.0220184326172,0.0,0.0,0
-13.424476623535156,-88.71028137207031,0.0,240.0,0.0,0.0,0
0.0,0.0,-191.74801635742188,48.251983642578125,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-274.0,0
0.00325775146484375,-77.26858520507812,117.4219970703125,0.0,0.0,0.0,1
0.0318756103515625,-82.62716674804688,151.45985412597656,240.0,0.0,0.0,1
0.0,0.0,-290.0840148925781,-50.084014892578125,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-184.0,1
-79.11750793457031,-79.11750793457031,-100.35304260253906,-100.35304260253906,0.0,0.0,0
-8.135879516601562,-88.71015930175781,-50.63168716430664,189.36831283569336,0.0,0.0,0
0.0,0.0,236.08497619628906,315.0049743652344,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-200.0,0
0.0004997253417684533,-60.06042098999026,21.862022399902358,21.862022399902358,0.0,0.0,1
0.0106658935546875,-71.38607025146484,107.41612243652344,240.0,0.0,0.0,1
0.0,0.0,-166.6069793701172,-242.30801391601562,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-299.0,0
0.007431030273451711,-69.77090454101561,62.84402465820313,0.0,0.0,0.0,1
0.012298583984375,-83.58747100830078,0.0,240.0,0.0,0.0,1
0.0,0.0,-366.7330627441406,-554.31201171875,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-199.0,1
0.0025100708007883554,-33.809425354003906,118.00604248046876,0.0,0.0,0.0,1
-9.348190307617188,-67.93951416015625,0.0,240.0,0.0,0.0,0
0.0,0.0,307.7000427246094,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-38.0,1
0.00941467285154829,-140.58622741699222,-47.964103698730426,-217.85806274414062,0.0,0.0,0
-0.00783538818359375,-114.78087615966797,-25.35076904296875,-163.43450927734375,0.0,0.0,0
0.0,0.0,-341.5270080566406,-101.52700805664062,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-42.0,1
-7.93109893798826,-70.29904937744139,-163.92002868652344,-163.92002868652344,0.0,0.0,0
-11.4249267578125,-74.55366516113281,0.0,240.0,0.0,0.0,0
0.0,0.0,21.850944519042912,261.8509445190428,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-200.0,0
0.0,0.0,126.2870101928711,0.0,0.0,0.0,1
0.0494537353515625,-69.81620788574219,0.0,240.0,0.0,0.0,1
0.0,0.0,-433.9830017089843,-505.73199462890625,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-178.0,1
0.01203155517578125,-116.88296508789062,0.0,0.0,0.0,0.0,1
0.00316619873046875,-79.47276306152344,55.79751586914063,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-299.0,0
0.0,0.0,0.0,240.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-170.0,1
-4.558074951171875,-70.29386138916016,-114.33903503417969,-114.33903503417969,0.0,0.0,0
-4.569671630859375,-88.70304870605469,0.0,240.0,0.0,0.0,0
0.0,0.0,-292.5760192871094,-52.576019287109375,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-241.0,1
34.70460510253906,-79.1161117553711,0.0,0.0,0.0,0.0,0
9.089431762695312,-74.53945922851562,-32.350547790527344,207.64945220947266,0.0,0.0,0
0.0,0.0,36.52301025390625,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-165.0,1
0.00569915771484375,-112.42752838134766,203.59698486328125,0.0,0.0,0.0,1
0.01090240478515625,-84.12855529785156,168.78814697265625,240.0,0.0,0.0,1
0.0,0.0,229.2820281982422,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-299.0,0
0.007568359375,-113.30091094970705,233.4549865722656,0.0,0.0,0.0,1
-0.6059722900390625,-88.72163391113281,-87.86021423339844,152.13978576660156,0.0,0.0,0
0.0,0.0,185.0290069580078,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-200.0,0
0.0,0.0,188.8730010986328,0.0,0.0,0.0,1
0.027435302734375,-58.18872833251953,114.3597412109375,240.0,0.0,0.0,1
0.0,0.0,162.51699829101562,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-299.0,0
0.01715087890623579,-31.799102783203153,22.3169708251953,22.3169708251953,0.0,0.0,1
0.02883148193359375,-70.38287353515625,51.47586059570313,240.0,0.0,0.0,1
0.0,0.0,189.06100463867188,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-283.0,0
0.008514404296875,-46.54039764404297,67.6080322265625,0.0,0.0,0.0,1
-0.04036712646481533,-48.5744934082031,191.45745849609366,371.45745849609375,0.0,0.0,1
0.0,0.0,-168.3610076904297,71.63899230957031,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-65.0,1
0.0,0.0,151.12899780273438,0.0,0.0,0.0,1
-26.084152221679688,-74.53929138183594,0.0,240.0,0.0,0.0,0
0.0,0.0,-143.60803222656259,-314.8560791015625,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-220.0,1
40.62171173095702,-70.29489135742189,-209.59503173828125,-209.59503173828125,0.0,0.0,0
10.147262573242188,-74.57252502441406,-29.355815887451172,210.64418411254883,0.0,0.0,0
0.0,0.0,352.89195251464844,491.6219787597656,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-200.0,0
0.007423400878920461,-106.80585479736328,115.61300659179688,0.0,0.0,0.0,1
4.7301177978515625,-123.59764099121094,-84.03462219238281,-168.06924438476562,0.0,0.0,1
0.0,0.0,164.02007293701178,331.60903930664057,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-200.0,0
-25.012718200683594,-25.012718200683594,20.83306121826172,20.83306121826172,0.0,0.0,0
0.00341033935546875,-84.36788940429688,174.05120849609375,240.0,0.0,0.0,1
0.0,0.0,198.06900024414062,240.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,-299.0,0
0.0125732421875,-95.37456512451172,78.968017578125,0.0,0.0,0.0,1
0.010406494140625,-87.34180450439453,65.75437164306639,240.0,0.0,0.0,1
0.0,0.0,-418.33795166015625,-475.407958984375,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,1
-113.3453598022461,-113.3453598022461,0.0,0.0,0.0,0.0,0
-23.317047119140618,-74.56561279296875,-94.29608917236328,145.70391082763672,0.0,0.0,0
0.0,0.0,-261.7409973144531,-174.0440063476562,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-298.0,1
0.00901031494140625,-158.21446228027344,-54.403015136718764,-251.7940216064453,0.0,0.0,0
-9.05059814453125,-88.7080078125,-35.644859313964844,204.35514068603516,0.0,0.0,0
0.0,0.0,-126.15399169921875,-234.6920166015625,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-176.0,1
-0.025665283203125,-89.23186874389648,-235.09103393554688,-425.5060424804688,0.0,0.0,0
-38.57603454589844,-126.87263488769531,16.522144317626953,33.494659423828125,0.0,0.0,1
0.0,0.0,94.60504150390625,334.60504150390625,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,-198.0,1
0.01218414306639204,-108.51258087158205,148.05599975585938,0.0,0.0,0.0,1
-0.0043792724609375,-81.78512573242188,0.0,240.0,0.0,0.0,1
