key,map_winner,attacker_payload_distance1,attacker_payload_distance2,defender_payload_distance1,defender_payload_distance2,attacker_time_banked1,attacker_time_banked2,defender_time_banked1,defender_time_banked2,attacker_control_perecent1,attacker_control_perecent2,defender_control_perecent1,defender_control_perecent2,team_one_name,team_two_name
"(10223, 1)",Los Angeles Valiant,75.64959716796875,75.61505126953125,0.0,75.61505126953125,125.75057220458984,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Valiant,San Francisco Shock
"(10223, 2)",Los Angeles Valiant,0.0,0.0,0.0,0.0,262.1850891113281,250.49200439453125,276.39605712890625,500.9840087890625,0.0,0.0,0.0,0.0,Los Angeles Valiant,San Francisco Shock
"(10223, 3)",Los Angeles Valiant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,165.0,Los Angeles Valiant,San Francisco Shock
"(10223, 4)",Los Angeles Valiant,75.56366729736328,75.54950714111328,0.0,75.54950714111328,165.84002685546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Valiant,San Francisco Shock
"(10224, 1)",Los Angeles Gladiators,70.17893218994139,70.161865234375,0.0,70.161865234375,186.31280517578125,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Gladiators,Shanghai Dragons
"(10224, 2)",Los Angeles Gladiators,0.0,0.0,0.0,0.0,356.864013671875,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Gladiators,Shanghai Dragons
"(10224, 3)",Los Angeles Gladiators,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,200.0,Shanghai Dragons,Los Angeles Gladiators
"(10224, 4)",Los Angeles Gladiators,0.0,0.0,0.0,0.0,107.62400817871094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Gladiators,Shanghai Dragons
"(10225, 1)",Dallas Fuel,86.96978759765625,102.00457763671876,0.0,102.00457763671876,0.0,63.6915168762207,240.0,63.6915168762207,0.0,0.0,0.0,0.0,Seoul Dynasty,Dallas Fuel
"(10225, 2)",Seoul Dynasty,0.0,0.0,0.0,0.0,498.8291320800781,644.4900512695312,450.7961120605469,1018.5740661621094,0.0,0.0,0.0,0.0,Seoul Dynasty,Dallas Fuel
"(10225, 3)",Seoul Dynasty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,200.0,Dallas Fuel,Seoul Dynasty
"(10225, 4)",draw,71.79545593261719,71.79216766357422,71.79545593261719,71.79216766357422,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,Seoul Dynasty,Dallas Fuel
"(10226, 1)",Florida Mayhem,93.28312683105469,93.26958465576172,0.0,93.26958465576172,172.70278930664062,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Florida Mayhem,London Spitfire
"(10226, 2)",London Spitfire,0.0,0.0,0.0,0.0,0.0,284.8690185546875,240.0,284.8690185546875,0.0,0.0,0.0,0.0,Florida Mayhem,London Spitfire
"(10226, 3)",London Spitfire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,198.0,London Spitfire,Florida Mayhem
"(10226, 4)",London Spitfire,0.0,71.80075073242188,0.0,71.80075073242188,0.0,181.82601928710938,0.0,181.82601928710938,0.0,0.0,0.0,0.0,Florida Mayhem,London Spitfire
"(10227, 1)",Philadelphia Fusion,78.91957092285156,85.7879638671875,0.0,85.7879638671875,0.0,29.22543334960937,240.0,29.22543334960937,0.0,0.0,0.0,0.0,Houston Outlaws,Philadelphia Fusion
"(10227, 2)",Houston Outlaws,0.0,0.0,0.0,0.0,308.31201171875,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Houston Outlaws,Philadelphia Fusion
"(10227, 3)",Philadelphia Fusion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,Philadelphia Fusion,Houston Outlaws
"(10227, 4)",Houston Outlaws,67.72811889648439,67.73542022705078,0.0,135.47084045410156,162.1531105041504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Houston Outlaws,Philadelphia Fusion
"(10227, 5)",Philadelphia Fusion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,81.0,Philadelphia Fusion,Houston Outlaws
"(10228, 1)",New York Excelsior,91.33758544921876,91.34840393066406,0.0,91.34840393066406,226.00070190429688,0.0,240.0,0.0,0.0,0.0,0.0,0.0,New York Excelsior,Boston Uprising
"(10228, 2)",Boston Uprising,0.0,0.0,0.0,0.0,170.58700561523438,430.08702087402344,240.0,614.8040161132812,0.0,0.0,0.0,0.0,New York Excelsior,Boston Uprising
"(10228, 3)",New York Excelsior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,200.0,Boston Uprising,New York Excelsior
"(10228, 4)",New York Excelsior,94.58244323730469,94.57969665527344,0.0,94.57969665527344,217.052001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Excelsior,Boston Uprising
"(10229, 1)",Los Angeles Valiant,251.97034454345703,228.06900024414062,204.0189971923828,228.06900024414062,285.51756286621094,66.77997589111328,525.5175628662109,126.77997589111328,0.0,0.0,0.0,0.0,Dallas Fuel,Los Angeles Valiant
"(10229, 2)",draw,0.0,0.0,0.0,0.0,453.6210021972656,499.19102478027344,633.6210021972656,675.0619812011719,0.0,0.0,0.0,0.0,Dallas Fuel,Los Angeles Valiant
"(10229, 3)",Los Angeles Valiant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,99.0,Los Angeles Valiant,Dallas Fuel
"(10229, 4)",Los Angeles Valiant,0.0,71.80340576171875,0.0,71.80340576171875,0.0,174.58798217773438,0.0,174.58798217773438,0.0,0.0,0.0,0.0,Dallas Fuel,Los Angeles Valiant
"(10230, 1)",Boston Uprising,54.81588745117188,54.80433654785156,0.0,54.80433654785156,167.4134979248047,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Boston Uprising,Florida Mayhem
"(10230, 2)",Boston Uprising,0.0,0.0,0.0,0.0,305.2899475097656,51.32803344726562,446.41197204589844,60.0,0.0,0.0,0.0,0.0,Boston Uprising,Florida Mayhem
"(10230, 3)",Boston Uprising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,200.0,Florida Mayhem,Boston Uprising
"(10230, 4)",Boston Uprising,119.05436706542969,119.0525131225586,0.0,119.0525131225586,143.3769989013672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boston Uprising,Florida Mayhem
"(10231, 1)",San Francisco Shock,82.46830749511719,98.52540588378906,0.0,98.52540588378906,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Shanghai Dragons,San Francisco Shock
"(10231, 2)",Shanghai Dragons,0.0,0.0,0.0,0.0,138.46499633789062,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Shanghai Dragons,San Francisco Shock
"(10231, 3)",San Francisco Shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,71.0,San Francisco Shock,Shanghai Dragons
"(10231, 4)",San Francisco Shock,66.13467407226561,71.78672790527344,0.0,71.78672790527344,0.0,66.39601135253906,0.0,66.39601135253906,0.0,0.0,0.0,0.0,Shanghai Dragons,San Francisco Shock
"(10232, 1)",London Spitfire,95.60676574707031,102.00559997558594,0.0,102.00559997558594,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Fusion,London Spitfire
"(10232, 2)",London Spitfire,0.0,0.0,0.0,0.0,0.0,65.75001525878906,240.0,65.75001525878906,0.0,0.0,0.0,0.0,Philadelphia Fusion,London Spitfire
"(10232, 3)",London Spitfire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,32.0,London Spitfire,Philadelphia Fusion
"(10232, 4)",London Spitfire,0.0,71.79763793945312,0.0,71.79763793945312,0.0,199.78802490234372,0.0,199.78802490234372,0.0,0.0,0.0,0.0,Philadelphia Fusion,London Spitfire
"(10233, 1)",Houston Outlaws,100.281982421875,100.27496337890624,0.0,100.27496337890624,146.8102264404297,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Houston Outlaws,New York Excelsior
"(10233, 2)",New York Excelsior,0.0,0.0,0.0,0.0,0.0,103.75796508789062,240.0,103.75796508789062,0.0,0.0,0.0,0.0,Houston Outlaws,New York Excelsior
"(10233, 3)",New York Excelsior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,125.0,New York Excelsior,Houston Outlaws
"(10233, 4)",New York Excelsior,95.03216552734376,71.80210876464844,0.0,71.80210876464844,0.0,218.5200042724609,0.0,218.5200042724609,0.0,0.0,0.0,0.0,Houston Outlaws,New York Excelsior
"(10234, 1)",Seoul Dynasty,131.8449649810791,125.8977279663086,101.99166870117188,125.8977279663086,66.73045349121094,13.14128875732422,306.73045349121094,60.0,0.0,0.0,0.0,0.0,Los Angeles Gladiators,Seoul Dynasty
"(10234, 2)",Seoul Dynasty,0.0,0.0,0.0,0.0,0.0,504.9250183105469,240.0,373.68499755859375,0.0,0.0,0.0,0.0,Los Angeles Gladiators,Seoul Dynasty
"(10234, 3)",Seoul Dynasty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,152.0,Seoul Dynasty,Los Angeles Gladiators
"(10234, 4)",Seoul Dynasty,0.0,71.79805755615234,0.0,71.79805755615234,0.0,102.4669952392578,0.0,102.4669952392578,0.0,0.0,0.0,0.0,Los Angeles Gladiators,Seoul Dynasty
"(10235, 1)",San Francisco Shock,76.83233642578125,83.63590240478516,0.0,83.63590240478516,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Fusion,San Francisco Shock
"(10235, 2)",Philadelphia Fusion,0.0,0.0,0.0,0.0,170.93701171875,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Fusion,San Francisco Shock
"(10235, 3)",Philadelphia Fusion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,294.0,San Francisco Shock,Philadelphia Fusion
"(10235, 4)",draw,67.73705291748047,67.7352294921875,0.0,135.470458984375,117.77003479003906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Fusion,San Francisco Shock
"(10236, 1)",Seoul Dynasty,82.32605743408203,82.31724548339844,0.0,82.31724548339844,4.862937927246094,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Seoul Dynasty,Florida Mayhem
"(10236, 2)",Seoul Dynasty,0.0,0.0,0.0,0.0,169.78201293945312,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Seoul Dynasty,Florida Mayhem
"(10236, 3)",Seoul Dynasty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,200.0,Florida Mayhem,Seoul Dynasty
"(10236, 4)",Seoul Dynasty,27.55274200439453,27.540786743164066,0.0,27.540786743164066,51.43000030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seoul Dynasty,Florida Mayhem
"(10237, 1)",Houston Outlaws,33.10509490966797,102.02227783203124,0.0,102.02227783203124,0.0,205.4878692626953,240.0,205.4878692626953,0.0,0.0,0.0,0.0,Shanghai Dragons,Houston Outlaws
"(10237, 2)",Houston Outlaws,0.0,0.0,0.0,0.0,0.0,249.68701171875,240.0,249.68701171875,0.0,0.0,0.0,0.0,Shanghai Dragons,Houston Outlaws
"(10237, 3)",Houston Outlaws,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,117.0,Houston Outlaws,Shanghai Dragons
"(10237, 4)",Houston Outlaws,95.92024230957031,71.79937744140625,0.0,71.79937744140625,0.0,288.0580139160156,0.0,288.0580139160156,0.0,0.0,0.0,0.0,Shanghai Dragons,Houston Outlaws
"(10238, 1)",Houston Outlaws,89.19500732421875,89.18589782714844,0.0,89.18589782714844,163.4409637451172,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Houston Outlaws,Dallas Fuel
"(10238, 2)",Houston Outlaws,0.0,0.0,0.0,0.0,370.87103271484375,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Houston Outlaws,Dallas Fuel
"(10238, 3)",Houston Outlaws,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,200.0,Dallas Fuel,Houston Outlaws
"(10238, 4)",Houston Outlaws,93.1065902709961,93.10437774658205,0.0,93.10437774658205,66.81100463867189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Houston Outlaws,Dallas Fuel
"(10239, 1)",New York Excelsior,60.28469848632813,102.093505859375,0.0,102.093505859375,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Valiant,New York Excelsior
"(10239, 2)",New York Excelsior,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Valiant,New York Excelsior
"(10239, 3)",New York Excelsior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,190.0,New York Excelsior,Los Angeles Valiant
"(10239, 4)",draw,71.79051971435547,71.801025390625,71.79051971435547,71.801025390625,0.0,165.20098876953125,0.0,165.20098876953125,0.0,0.0,0.0,0.0,Los Angeles Valiant,New York Excelsior
"(10240, 1)",Philadelphia Fusion,66.31407165527344,97.78732299804688,0.0,97.78732299804688,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Gladiators,Philadelphia Fusion
"(10240, 2)",Philadelphia Fusion,0.0,0.0,0.0,0.0,0.0,71.39403533935547,240.0,66.02801513671875,0.0,0.0,0.0,0.0,Los Angeles Gladiators,Philadelphia Fusion
"(10240, 3)",Los Angeles Gladiators,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,299.0,Philadelphia Fusion,Los Angeles Gladiators
"(10240, 4)",Los Angeles Gladiators,66.73183441162111,66.73069763183594,0.0,66.73069763183594,218.8810272216797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Gladiators,Philadelphia Fusion
"(10240, 5)",Los Angeles Gladiators,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,200.0,Philadelphia Fusion,Los Angeles Gladiators
"(10241, 1)",Seoul Dynasty,38.08399963378906,101.9892120361328,0.0,101.9892120361328,0.0,8.91585922241211,240.0,8.91585922241211,0.0,0.0,0.0,0.0,Boston Uprising,Seoul Dynasty
"(10241, 2)",Seoul Dynasty,0.0,0.0,0.0,0.0,0.0,191.17401123046875,240.0,191.17401123046875,0.0,0.0,0.0,0.0,Boston Uprising,Seoul Dynasty
"(10241, 3)",Seoul Dynasty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,47.0,Seoul Dynasty,Boston Uprising
"(10241, 4)",Seoul Dynasty,69.11077880859375,71.79840850830078,0.0,71.79840850830078,0.0,134.62503051757812,0.0,134.62503051757812,0.0,0.0,0.0,0.0,Boston Uprising,Seoul Dynasty
"(10242, 1)",Florida Mayhem,51.4072494506836,51.3983154296875,0.0,51.3983154296875,228.4539031982422,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Florida Mayhem,Shanghai Dragons
"(10242, 2)",Florida Mayhem,0.0,0.0,0.0,0.0,291.2530212402344,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Florida Mayhem,Shanghai Dragons
"(10242, 3)",Florida Mayhem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,200.0,Shanghai Dragons,Florida Mayhem
"(10242, 4)",Florida Mayhem,71.5864028930664,71.58634185791016,0.0,71.58634185791016,160.44400024414062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Florida Mayhem,Shanghai Dragons
"(10243, 1)",London Spitfire,92.01527404785156,102.0101318359375,0.0,102.0101318359375,0.0,6.428260803222656,240.0,6.428260803222656,0.0,0.0,0.0,0.0,Dallas Fuel,London Spitfire
"(10243, 2)",London Spitfire,0.0,0.0,0.0,0.0,0.0,132.01002502441406,240.0,132.01002502441406,0.0,0.0,0.0,0.0,Dallas Fuel,London Spitfire
"(10243, 3)",Dallas Fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,200.0,London Spitfire,Dallas Fuel
"(10243, 4)",London Spitfire,71.79914855957031,71.80693054199219,71.79914855957031,71.80693054199219,0.0,117.63108825683594,0.0,91.98104095458984,0.0,0.0,0.0,0.0,Dallas Fuel,London Spitfire
"(10244, 1)",London Spitfire,96.1850357055664,96.17001342773438,0.0,96.17001342773438,136.862060546875,0.0,240.0,0.0,0.0,0.0,0.0,0.0,London Spitfire,Los Angeles Valiant
"(10244, 2)",London Spitfire,0.0,0.0,0.0,0.0,60.0,0.0,300.0,60.0,0.0,0.0,0.0,0.0,London Spitfire,Los Angeles Valiant
"(10244, 3)",Los Angeles Valiant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,99.0,Los Angeles Valiant,London Spitfire
"(10244, 4)",Los Angeles Valiant,121.6273422241211,67.7242431640625,0.0,67.7242431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,London Spitfire,Los Angeles Valiant
"(10244, 5)",London Spitfire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,200.0,Los Angeles Valiant,London Spitfire
"(10245, 1)",New York Excelsior,73.0405044555664,73.03417205810547,0.0,73.03417205810547,177.92137145996094,0.0,240.0,0.0,0.0,0.0,0.0,0.0,New York Excelsior,Los Angeles Gladiators
"(10245, 2)",New York Excelsior,0.0,0.0,0.0,0.0,174.801025390625,0.0,240.0,0.0,0.0,0.0,0.0,0.0,New York Excelsior,Los Angeles Gladiators
"(10245, 3)",New York Excelsior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,200.0,Los Angeles Gladiators,New York Excelsior
"(10245, 4)",New York Excelsior,76.49630737304688,76.48980712890625,0.0,76.48980712890625,253.1439971923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Excelsior,Los Angeles Gladiators
"(10246, 1)",San Francisco Shock,74.95953369140625,75.01663208007812,0.0,75.01663208007812,84.85035705566406,0.0,240.0,0.0,0.0,0.0,0.0,0.0,San Francisco Shock,Boston Uprising
"(10246, 2)",Boston Uprising,0.0,0.0,0.0,0.0,0.0,216.8500213623047,240.0,216.8500213623047,0.0,0.0,0.0,0.0,San Francisco Shock,Boston Uprising
"(10246, 3)",San Francisco Shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,200.0,Boston Uprising,San Francisco Shock
"(10246, 4)",Boston Uprising,126.46508026123048,67.71974182128906,0.0,67.71974182128906,0.0,123.31298828125,0.0,123.31298828125,0.0,0.0,0.0,0.0,San Francisco Shock,Boston Uprising
"(10246, 5)",San Francisco Shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,0.0,0.0,200.0,Boston Uprising,San Francisco Shock
"(10247, 1)",London Spitfire,0.0,0.0,0.0,0.0,91.33502197265624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,London Spitfire,San Francisco Shock
"(10247, 2)",London Spitfire,0.0,0.0,0.0,0.0,84.01901245117188,0.0,240.0,0.0,0.0,0.0,0.0,0.0,London Spitfire,San Francisco Shock
"(10247, 3)",San Francisco Shock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.0,0.0,195.0,San Francisco Shock,London Spitfire
"(10247, 4)",London Spitfire,73.51911926269531,73.52462768554688,0.0,73.52462768554688,142.09585571289062,0.0,240.0,0.0,0.0,0.0,0.0,0.0,London Spitfire,San Francisco Shock
"(10248, 1)",Seoul Dynasty,47.0576171875,47.03996276855469,0.0,47.03996276855469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seoul Dynasty,Shanghai Dragons
"(10248, 2)",Seoul Dynasty,0.0,0.0,0.0,0.0,253.1170196533203,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Seoul Dynasty,Shanghai Dragons
"(10248, 3)",Seoul Dynasty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,235.0,Shanghai Dragons,Seoul Dynasty
"(10248, 4)",Shanghai Dragons,93.7142333984375,65.95857238769531,0.0,65.95857238769531,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Seoul Dynasty,Shanghai Dragons
"(10249, 1)",Los Angeles Gladiators,125.65125274658205,67.73223114013672,0.0,67.73223114013672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Valiant,Los Angeles Gladiators
"(10249, 2)",Los Angeles Gladiators,0.0,0.0,0.0,0.0,0.0,37.51702880859375,240.0,37.51702880859375,0.0,0.0,0.0,0.0,Los Angeles Valiant,Los Angeles Gladiators
"(10249, 3)",Los Angeles Valiant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,269.0,Los Angeles Gladiators,Los Angeles Valiant
"(10249, 4)",Los Angeles Valiant,157.77678680419922,157.76559448242188,102.0076904296875,157.76559448242188,182.47300720214844,0.0,353.8994598388672,60.0,0.0,0.0,0.0,0.0,Los Angeles Valiant,Los Angeles Gladiators
"(10249, 5)",Los Angeles Valiant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,299.0,Los Angeles Gladiators,Los Angeles Valiant
"(10250, 1)",London Spitfire,101.5069637298584,101.47881889343262,71.80149841308594,101.47881889343262,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,London Spitfire,Boston Uprising
"(10250, 2)",Boston Uprising,0.0,0.0,0.0,0.0,64.06802368164061,695.3389892578125,240.0,742.5260009765625,0.0,0.0,0.0,0.0,London Spitfire,Boston Uprising
"(10250, 3)",Boston Uprising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,286.0,Boston Uprising,London Spitfire
"(10250, 4)",London Spitfire,90.84107971191406,90.88885498046876,0.0,90.88885498046876,31.52264404296875,0.0,240.0,0.0,0.0,0.0,0.0,0.0,London Spitfire,Boston Uprising
"(10250, 5)",Boston Uprising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,149.0,Boston Uprising,London Spitfire
"(10251, 1)",New York Excelsior,93.99436950683594,93.98153686523438,0.0,93.98153686523438,8.7020263671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Excelsior,Philadelphia Fusion
"(10251, 2)",Philadelphia Fusion,0.0,0.0,0.0,0.0,0.0,125.41604614257812,240.0,125.41604614257812,0.0,0.0,0.0,0.0,New York Excelsior,Philadelphia Fusion
"(10251, 3)",New York Excelsior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,299.0,Philadelphia Fusion,New York Excelsior
"(10251, 4)",Philadelphia Fusion,85.85399627685547,89.36409759521484,0.0,89.36409759521484,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,New York Excelsior,Philadelphia Fusion
"(10251, 5)",Philadelphia Fusion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,157.0,Philadelphia Fusion,New York Excelsior
"(10252, 1)",Houston Outlaws,93.07070922851562,66.89680480957031,0.0,66.89680480957031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Florida Mayhem,Houston Outlaws
"(10252, 2)",Houston Outlaws,0.0,0.0,0.0,0.0,0.0,330.07501220703125,240.0,330.07501220703125,0.0,0.0,0.0,0.0,Florida Mayhem,Houston Outlaws
"(10252, 3)",Houston Outlaws,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,198.0,Houston Outlaws,Florida Mayhem
"(10252, 4)",Houston Outlaws,88.03114318847656,102.01126098632812,0.0,102.01126098632812,0.0,168.01589965820312,240.0,168.01589965820312,0.0,0.0,0.0,0.0,Florida Mayhem,Houston Outlaws
"(10253, 1)",New York Excelsior,114.72213745117188,114.72136688232422,0.0,114.72136688232422,124.31599426269531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New York Excelsior,Seoul Dynasty
"(10253, 2)",Seoul Dynasty,0.0,0.0,0.0,0.0,486.2689971923828,152.90101623535156,726.2689971923828,211.0290069580078,0.0,0.0,0.0,0.0,New York Excelsior,Seoul Dynasty
"(10253, 3)",New York Excelsior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,239.0,Seoul Dynasty,New York Excelsior
"(10253, 4)",Seoul Dynasty,57.98031997680664,81.4696044921875,0.0,81.4696044921875,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,New York Excelsior,Seoul Dynasty
"(10253, 5)",New York Excelsior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,200.0,Seoul Dynasty,New York Excelsior
"(10254, 1)",Philadelphia Fusion,0.0,0.0,0.0,0.0,152.947998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Fusion,Shanghai Dragons
"(10254, 2)",Philadelphia Fusion,0.0,0.0,0.0,0.0,426.61602783203125,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Fusion,Shanghai Dragons
"(10254, 3)",Shanghai Dragons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,0.0,0.0,228.0,Shanghai Dragons,Philadelphia Fusion
"(10254, 4)",Shanghai Dragons,93.07723999023438,93.46392822265624,0.0,93.46392822265624,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Philadelphia Fusion,Shanghai Dragons
"(10254, 5)",Philadelphia Fusion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,200.0,Shanghai Dragons,Philadelphia Fusion
"(10255, 1)",draw,67.73714447021484,67.72250366210939,0.0,135.44500732421878,234.09600830078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Francisco Shock,Dallas Fuel
"(10255, 2)",Dallas Fuel,0.0,0.0,0.0,0.0,261.21600341796875,168.5030059814453,501.21600341796875,168.5030059814453,0.0,0.0,0.0,0.0,San Francisco Shock,Dallas Fuel
"(10255, 3)",Dallas Fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,195.0,Dallas Fuel,San Francisco Shock
"(10255, 4)",Dallas Fuel,80.4822769165039,102.01502990722656,0.0,102.01502990722656,0.0,43.9721794128418,240.0,43.9721794128418,0.0,0.0,0.0,0.0,San Francisco Shock,Dallas Fuel
"(10256, 1)",Dallas Fuel,116.57394409179688,143.60647583007812,71.80108642578125,143.60647583007812,143.29400634765625,13.11199951171875,143.29400634765625,60.0,0.0,0.0,0.0,0.0,Boston Uprising,Dallas Fuel
"(10256, 2)",Boston Uprising,0.0,0.0,0.0,0.0,656.0479431152344,75.1629638671875,624.9199829101562,75.1629638671875,0.0,0.0,0.0,0.0,Boston Uprising,Dallas Fuel
"(10256, 3)",Boston Uprising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,254.0,Dallas Fuel,Boston Uprising
"(10256, 4)",Dallas Fuel,73.00662994384766,85.81233215332031,0.0,85.81233215332031,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,Boston Uprising,Dallas Fuel
"(10256, 5)",Boston Uprising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,200.0,Dallas Fuel,Boston Uprising
"(10257, 1)",Los Angeles Valiant,64.71611785888672,67.73891448974611,0.0,67.73891448974611,0.0,190.2400054931641,0.0,190.2400054931641,0.0,0.0,0.0,0.0,Florida Mayhem,Los Angeles Valiant
